UserId,TitleId,Review
1005,130,3
1005,132,4
1005,135,3
1005,140,3
1005,143,4
1005,148,3
1005,167,3
1005,173,3
1005,180,4
1005,187,3
1005,188,3
1005,194,3
1005,209,3
1005,214,4
1005,222,3
1005,236,4
1005,240,3
1005,246,4
1005,247,3
1005,250,3
1005,261,3
1005,272,2
1005,285,3
1005,287,4
1006,8,4
1006,13,4
1006,40,3
1006,63,4
1006,72,3
1006,82,2
1006,85,3
1006,95,2
1006,100,3
1006,104,3
1006,118,3
1006,129,3
1006,138,4
1006,154,3
1006,156,3
1006,165,3
1006,167,3
1006,171,2
1006,217,4
1006,238,3
1006,242,3
1006,243,3
1006,243,4
1006,245,2
1006,254,3
1006,257,3
1006,257,4
1006,258,3
1006,268,4
1006,280,3
1006,285,3
1006,287,4
1007,13,4
1007,15,3
1007,16,4
1007,27,2
1007,28,4
1007,29,3
1007,30,3
1007,39,4
1007,42,3
1007,44,3
1007,45,3
1007,46,3
1007,47,3
1007,51,3
1007,56,3
1007,61,4
1007,63,4
1007,75,2
1007,89,3
1007,91,3
1007,92,3
1007,100,4
1007,117,3
1007,121,3
1007,127,5
1007,133,3
1007,135,2
1007,140,3
1007,142,3
1007,145,3
1007,149,3
1007,155,4
1007,159,1
1007,163,2
1007,173,3
1007,188,4
1007,194,3
1007,194,3
1007,201,3
1007,201,4
1007,216,5
1007,238,3
1007,241,3
1007,242,3
1007,242,3
1007,242,3
1007,243,3
1007,247,3
1007,253,4
1007,253,4
1007,254,3
1007,257,2
1007,267,3
1007,270,4
1007,285,3
1008,3,4
1008,5,4
1008,16,4
1008,25,4
1008,25,2
1008,32,3
1008,47,3
1008,48,2
1008,55,1
1008,60,2
1008,61,4
1008,76,5
1008,77,4
1008,86,3
1008,87,3
1008,88,4
1008,89,4
1008,89,4
1008,107,3
1008,117,3
1008,121,3
1008,121,4
1008,139,3
1008,140,3
1008,142,3
1008,143,3
1008,144,3
1008,149,5
1008,156,3
1008,158,4
1008,159,2
1008,162,3
1008,164,4
1008,169,3
1008,171,2
1008,182,3
1008,188,3
1008,194,3
1008,203,3
1008,206,3
1008,212,3
1008,217,4
1008,228,4
1008,237,4
1008,240,3
1008,242,3
1008,243,4
1008,247,4
1008,249,5
1008,250,3
1008,254,1
1008,257,4
1008,273,3
1008,279,4
1008,291,3
1009,0,3
1009,2,3
1009,6,3
1009,9,3
1009,25,1
1009,40,3
1009,41,3
1009,52,3
1009,54,3
1009,67,2
1009,68,3
1009,85,3
1009,87,3
1009,92,3
1009,122,3
1009,124,4
1009,139,5
1009,142,3
1009,142,3
1009,147,3
1009,150,4
1009,162,3
1009,171,2
1009,173,3
1009,181,4
1009,182,3
1009,187,3
1009,202,4
1009,208,3
1009,216,2
1009,225,4
1009,231,3
1009,259,3
1009,264,3
1009,267,3
1009,271,3
1009,271,3
1009,274,3
1009,283,4
1010,8,3
1010,11,3
1010,18,3
1010,23,4
1010,23,3
1010,25,3
1010,26,3
1010,28,4
1010,28,4
1010,39,3
1010,41,3
1010,44,4
1010,51,4
1010,58,2
1010,61,4
1010,65,3
1010,66,4
1010,69,1
1010,72,2
1010,74,4
1010,78,3
1010,84,3
1010,85,3
1010,85,4
1010,86,3
1010,88,4
1010,89,4
1010,89,4
1010,89,3
1010,94,3
1010,97,4
1010,107,2
1010,121,4
1010,121,4
1010,121,2
1010,130,3
1010,130,3
1010,131,3
1010,135,3
1010,142,3
1010,143,3
1010,146,3
1010,155,4
1010,155,3
1010,166,3
1010,173,4
1010,173,3
1010,182,3
1010,197,4
1010,206,3
1010,209,3
1010,211,2
1010,216,1
1010,217,4
1010,224,4
1010,228,4
1010,236,4
1010,240,4
1010,243,4
1010,245,3
1010,246,4
1010,247,4
1010,250,3
1010,257,3
1010,261,3
1010,270,3
1010,284,3
1010,287,3
1010,288,2
1010,291,4
1011,8,3
1011,16,3
1011,18,4
1011,23,3
1011,39,4
1011,50,2
1011,68,3
1011,75,2
1011,85,3
1011,104,3
1011,118,3
1011,135,3
1011,140,3
1011,188,3
1011,203,4
1011,224,4
1011,240,4
1011,246,3
1011,272,3
1012,1,2
1012,8,3
1012,36,4
1012,46,3
1012,54,3
1012,63,5
1012,71,4
1012,72,3
1012,89,4
1012,92,3
1012,92,3
1012,111,3
1012,112,3
1012,119,4
1012,120,3
1012,121,4
1012,149,3
1012,155,3
1012,171,4
1012,175,3
1012,182,3
1012,208,3
1012,218,3
1012,221,3
1012,224,4
1012,239,3
1012,246,5
1012,260,4
1012,272,3
1012,278,2
1012,280,3
1012,283,4
1012,291,4
1012,291,3
1013,3,4
1013,8,3
1013,9,3
1013,19,3
1013,20,5
1013,23,4
1013,25,3
1013,29,3
1013,30,4
1013,36,4
1013,43,2
1013,50,2
1013,54,3
1013,58,3
1013,63,4
1013,84,3
1013,89,4
1013,90,3
1013,97,4
1013,104,4
1013,110,3
1013,126,3
1013,128,3
1013,135,2
1013,136,3
1013,138,4
1013,144,3
1013,155,4
1013,156,3
1013,161,3
1013,164,4
1013,168,3
1013,175,3
1013,179,3
1013,182,3
1013,185,1
1013,188,3
1013,189,3
1013,194,3
1013,194,3
1013,207,3
1013,209,4
1013,220,4
1013,232,4
1013,240,3
1013,247,4
1013,251,3
1013,257,3
1013,257,2
1013,257,2
1013,258,3
1013,267,4
1013,273,3
1013,278,3
1013,287,5
1013,289,4
1014,1,2
1014,8,4
1014,10,3
1014,15,3
1014,24,2
1014,42,3
1014,44,3
1014,63,3
1014,66,4
1014,70,3
1014,72,3
1014,72,3
1014,85,3
1014,89,4
1014,91,3
1014,95,3
1014,100,3
1014,104,3
1014,129,3
1014,131,3
1014,132,3
1014,142,4
1014,155,4
1014,166,3
1014,170,1
1014,172,3
1014,182,3
1014,188,3
1014,189,3
1014,196,4
1014,199,4
1014,209,3
1014,217,4
1014,218,3
1014,230,3
1014,239,3
1014,244,3
1014,246,3
1014,249,3
1014,253,3
1014,255,3
1014,256,4
1014,257,2
1014,258,3
1014,260,4
1014,261,3
1014,268,3
1014,269,3
1014,272,3
1014,283,4
1014,284,3
1015,3,4
1015,8,4
1015,13,4
1015,16,4
1015,16,4
1015,28,4
1015,32,3
1015,39,3
1015,41,3
1015,42,3
1015,52,3
1015,58,2
1015,60,2
1015,72,3
1015,77,4
1015,78,3
1015,84,3
1015,84,2
1015,88,3
1015,109,3
1015,126,3
1015,130,3
1015,131,3
1015,134,4
1015,138,4
1015,140,4
1015,150,3
1015,159,2
1015,167,3
1015,172,4
1015,173,3
1015,180,4
1015,182,2
1015,184,3
1015,190,3
1015,198,4
1015,206,3
1015,211,2
1015,217,4
1015,240,3
1015,242,3
1015,245,3
1015,254,4
1015,271,3
1015,272,3
1016,7,3
1016,8,3
1016,10,3
1016,11,2
1016,45,3
1016,51,3
1016,72,3
1016,85,3
1016,100,4
1016,116,5
1016,121,4
1016,122,3
1016,126,3
1016,130,3
1016,134,4
1016,136,3
1016,145,3
1016,163,2
1016,165,3
1016,181,4
1016,182,3
1016,198,4
1016,200,3
1016,217,4
1016,233,3
1016,242,3
1016,244,3
1016,249,3
1016,255,2
1016,268,3
1016,271,3
1017,4,3
1017,11,4
1017,15,3
1017,26,3
1017,30,4
1017,39,4
1017,44,3
1017,51,3
1017,74,3
1017,75,2
1017,86,3
1017,118,3
1017,121,3
1017,124,4
1017,135,2
1017,136,3
1017,140,3
1017,142,4
1017,146,3
1017,147,3
1017,162,3
1017,162,4
1017,169,4
1017,179,3
1017,185,3
1017,192,3
1017,209,3
1017,238,3
1017,246,3
1017,246,3
1017,266,3
1017,291,3
1018,0,3
1018,5,4
1018,8,3
1018,16,4
1018,23,4
1018,24,3
1018,45,3
1018,77,4
1018,84,3
1018,98,3
1018,121,4
1018,123,4
1018,128,3
1018,138,4
1018,143,3
1018,148,3
1018,149,3
1018,161,3
1018,166,3
1018,169,3
1018,180,4
1018,185,3
1018,188,3
1018,188,3
1018,206,3
1018,237,3
1018,254,3
1018,255,3
1018,271,3
1018,276,3
1018,282,3
1018,284,3
1018,291,3
1018,291,3
1019,7,3
1019,11,3
1019,13,3
1019,15,3
1019,25,4
1019,26,3
1019,32,3
1019,40,3
1019,42,3
1019,45,3
1019,58,5
1019,61,4
1019,64,3
1019,69,2
1019,72,3
1019,78,3
1019,79,1
1019,83,3
1019,85,1
1019,89,4
1019,91,4
1019,91,3
1019,95,2
1019,99,2
1019,102,3
1019,103,2
1019,107,2
1019,107,3
1019,123,4
1019,128,3
1019,141,3
1019,142,3
1019,144,3
1019,165,3
1019,166,3
1019,167,4
1019,168,3
1019,187,3
1019,189,3
1019,194,3
1019,197,4
1019,202,5
1019,207,2
1019,208,3
1019,209,3
1019,213,3
1019,219,3
1019,238,4
1019,259,3
1019,268,4
1019,280,3
1019,288,2
1019,291,3
1020,28,4
1020,31,3
1020,32,3
1020,39,3
1020,40,3
1020,68,2
1020,69,3
1020,74,3
1020,79,3
1020,92,3
1020,95,3
1020,98,3
1020,114,3
1020,118,3
1020,121,4
1020,121,3
1020,136,3
1020,142,3
1020,142,3
1020,156,3
1020,163,2
1020,166,3
1020,169,3
1020,173,3
1020,178,3
1020,180,4
1020,185,3
1020,191,3
1020,194,3
1020,201,4
1020,202,3
1020,206,3
1020,206,3
1020,207,3
1020,207,2
1020,210,3
1020,211,4
1020,218,3
1020,249,3
1020,254,3
1020,256,4
1020,258,1
1020,260,4
1020,271,3
1020,278,3
1020,287,4
1020,291,4
1021,2,3
1021,8,3
1021,13,3
1021,25,4
1021,25,2
1021,39,3
1021,42,3
1021,43,3
1021,56,5
1021,61,3
1021,61,4
1021,76,4
1021,92,3
1021,92,3
1021,92,3
1021,96,3
1021,126,3
1021,127,4
1021,142,3
1021,145,3
1021,147,3
1021,166,3
1021,170,4
1021,173,3
1021,178,3
1021,180,4
1021,182,3
1021,183,4
1021,188,3
1021,189,3
1021,194,3
1021,194,3
1021,195,3
1021,201,4
1021,206,3
1021,229,3
1021,229,4
1021,235,3
1021,236,5
1021,240,3
1021,246,3
1021,249,4
1021,252,2
1021,254,3
1021,254,3
1021,255,3
1021,267,3
1021,268,3
1021,270,2
1021,271,3
1021,271,3
1021,278,3
1021,279,4
1022,10,3
1022,32,4
1022,66,3
1022,72,3
1022,78,3
1022,89,4
1022,99,2
1022,118,3
1022,119,3
1022,133,3
1022,172,3
1022,175,3
1022,188,3
1022,202,4
1022,211,3
1022,221,3
1022,254,3
1022,266,3
1023,9,3
1023,16,4
1023,16,4
1023,20,4
1023,21,4
1023,27,1
1023,35,2
1023,43,3
1023,54,3
1023,56,3
1023,61,4
1023,71,3
1023,72,3
1023,77,4
1023,79,3
1023,82,2
1023,85,4
1023,86,3
1023,89,4
1023,100,3
1023,101,3
1023,102,3
1023,102,3
1023,103,2
1023,117,3
1023,118,3
1023,142,3
1023,142,4
1023,143,3
1023,149,3
1023,155,3
1023,180,4
1023,185,3
1023,188,3
1023,191,3
1023,201,4
1023,207,2
1023,208,3
1023,209,3
1023,214,4
1023,217,3
1023,218,3
1023,222,3
1023,224,3
1023,234,3
1023,238,4
1023,238,3
1023,239,3
1023,240,2
1023,243,3
1023,247,4
1023,257,3
1023,272,2
1023,274,3
1023,276,3
1023,284,3
1024,16,5
1024,25,3
1024,66,3
1024,79,3
1024,142,3
1024,143,3
1024,149,3
1024,155,3
1024,182,2
1024,188,3
1024,194,3
1024,194,3
1024,195,3
1024,201,3
1024,202,3
1024,218,3
1024,271,3
1024,272,3
1024,276,3
1024,278,2
1025,3,3
1025,5,4
1025,11,3
1025,19,3
1025,51,3
1025,64,3
1025,72,3
1025,74,3
1025,76,4
1025,77,4
1025,85,2
1025,91,4
1025,102,3
1025,107,2
1025,110,3
1025,121,4
1025,128,3
1025,138,4
1025,139,3
1025,144,3
1025,156,3
1025,165,3
1025,172,4
1025,187,3
1025,192,3
1025,203,4
1025,214,3
1025,218,3
1025,230,3
1025,233,3
1025,237,3
1025,246,3
1025,252,2
1025,254,4
1025,256,4
1025,257,4
1025,262,3
1025,272,3
1025,278,3
1025,284,3
1025,285,3
1025,291,5
1025,291,3
1025,291,3
1026,2,3
1026,8,3
1026,12,3
1026,21,4
1026,30,3
1026,37,3
1026,44,3
1026,51,3
1026,54,3
1026,63,3
1026,77,4
1026,78,3
1026,85,3
1026,90,3
1026,117,4
1026,120,3
1026,123,4
1026,140,5
1026,155,4
1026,172,3
1026,178,3
1026,182,3
1026,209,3
1026,220,4
1026,224,4
1026,237,4
1026,245,3
1026,246,3
1026,252,2
1026,266,3
1026,267,3
1026,291,3
1026,291,3
1027,55,1
1027,67,2
1027,78,2
1027,104,4
1027,111,3
1027,130,3
1027,162,3
1027,168,3
1027,208,3
1027,224,3
1027,230,3
1027,252,2
1027,260,4
1027,278,3
1027,287,3
1027,291,3
1027,291,3
1028,3,4
1028,3,4
1028,8,3
1028,14,3
1028,15,1
1028,16,4
1028,23,4
1028,29,3
1028,30,4
1028,58,3
1028,60,2
1028,61,3
1028,62,4
1028,66,3
1028,69,2
1028,72,3
1028,72,3
1028,74,3
1028,75,2
1028,78,2
1028,90,1
1028,104,2
1028,107,3
1028,139,3
1028,140,3
1028,144,3
1028,146,3
1028,148,3
1028,164,4
1028,165,3
1028,166,5
1028,173,3
1028,188,3
1028,189,3
1028,198,4
1028,206,5
1028,209,5
1028,212,2
1028,216,2
1028,221,5
1028,243,4
1028,251,3
1028,257,3
1028,257,3
1028,257,4
1028,257,2
1028,260,4
1028,262,3
1028,267,3
1028,271,3
1028,271,3
1029,11,2
1029,13,4
1029,14,3
1029,32,4
1029,39,4
1029,54,3
1029,61,3
1029,76,4
1029,83,3
1029,92,3
1029,102,3
1029,104,2
1029,111,3
1029,121,4
1029,128,3
1029,129,3
1029,142,3
1029,155,4
1029,162,3
1029,181,3
1029,186,3
1029,200,3
1029,201,3
1029,217,4
1029,218,1
1029,236,4
1029,240,3
1029,242,3
1029,271,3
1029,274,3
1029,283,4
1030,3,4
1030,9,3
1030,16,4
1030,35,2
1030,40,3
1030,56,4
1030,56,5
1030,58,3
1030,61,4
1030,102,3
1030,110,3
1030,117,3
1030,142,4
1030,144,3
1030,166,3
1030,171,2
1030,208,3
1030,212,2
1030,238,3
1030,254,3
1030,267,3
1030,269,3
1030,272,3
1030,287,4
1031,8,3
1031,8,3
1031,16,4
1031,24,3
1031,25,3
1031,27,3
1031,51,3
1031,56,3
1031,61,4
1031,64,3
1031,65,3
1031,70,1
1031,78,3
1031,87,3
1031,90,3
1031,91,4
1031,99,2
1031,104,2
1031,120,3
1031,121,3
1031,126,3
1031,128,3
1031,130,3
1031,135,2
1031,140,3
1031,140,3
1031,142,3
1031,142,3
1031,148,3
1031,150,3
1031,168,4
1031,184,3
1031,188,3
1031,194,3
1031,194,3
1031,206,5
1031,214,4
1031,217,4
1031,231,4
1031,253,3
1031,288,2
1031,290,3
1032,6,3
1032,7,3
1032,18,3
1032,25,3
1032,35,1
1032,54,3
1032,63,3
1032,67,2
1032,69,4
1032,72,1
1032,74,3
1032,77,4
1032,78,3
1032,85,3
1032,88,4
1032,90,3
1032,91,4
1032,92,3
1032,96,3
1032,100,3
1032,102,3
1032,107,3
1032,117,3
1032,118,3
1032,124,4
1032,128,3
1032,134,4
1032,142,3
1032,143,3
1032,146,3
1032,155,4
1032,156,3
1032,161,3
1032,174,3
1032,179,3
1032,194,3
1032,201,3
1032,217,4
1032,221,3
1032,224,4
1032,225,2
1032,238,4
1032,245,3
1032,251,3
1032,252,2
1032,254,4
1032,255,2
1032,257,4
1032,258,3
1032,260,4
1032,272,3
1032,284,5
1032,289,5
1033,15,3
1033,22,3
1033,32,3
1033,58,2
1033,80,2
1033,85,2
1033,89,4
1033,91,4
1033,112,3
1033,129,3
1033,131,4
1033,140,3
1033,142,3
1033,144,3
1033,155,4
1033,156,3
1033,157,3
1033,170,4
1033,182,2
1033,196,3
1033,209,3
1033,212,3
1033,214,4
1033,217,4
1033,236,4
1033,242,3
1033,247,4
1033,254,3
1033,254,3
1033,271,3
1033,278,3
1034,4,3
1034,5,4
1034,8,3
1034,12,3
1034,13,4
1034,54,3
1034,61,4
1034,64,3
1034,65,3
1034,70,3
1034,71,3
1034,74,3
1034,77,4
1034,79,3
1034,82,2
1034,88,4
1034,94,3
1034,107,3
1034,126,3
1034,135,2
1034,139,3
1034,145,3
1034,161,3
1034,166,3
1034,170,4
1034,179,5
1034,188,3
1034,189,3
1034,192,3
1034,203,4
1034,230,3
1034,236,1
1034,240,3
1034,242,3
1034,243,4
1034,253,3
1034,254,3
1034,284,3
1034,287,4
1035,6,3
1035,7,3
1035,11,3
1035,14,2
1035,32,3
1035,47,3
1035,69,3
1035,138,4
1035,142,3
1035,146,5
1035,161,3
1035,170,4
1035,194,3
1035,218,3
1035,241,3
1035,242,3
1035,243,4
1035,246,3
1035,254,1
1035,255,3
1035,271,3
1035,274,3
1035,276,3
1035,278,3
1035,287,3
1035,291,4
1035,291,4
1036,2,3
1036,5,4
1036,8,4
1036,16,5
1036,18,3
1036,20,4
1036,22,3
1036,25,4
1036,29,3
1036,30,2
1036,36,4
1036,58,2
1036,60,2
1036,61,1
1036,65,3
1036,66,4
1036,71,3
1036,72,3
1036,74,3
1036,76,4
1036,79,4
1036,84,3
1036,92,3
1036,102,3
1036,104,4
1036,110,3
1036,117,3
1036,122,3
1036,140,3
1036,143,3
1036,154,2
1036,155,3
1036,168,4
1036,171,3
1036,177,3
1036,182,5
1036,183,5
1036,194,3
1036,202,3
1036,211,3
1036,213,3
1036,214,4
1036,232,4
1036,235,2
1036,240,3
1036,245,3
1036,246,3
1036,246,3
1036,247,4
1036,260,4
1036,268,3
1036,278,3
1036,280,4
1036,285,3
1036,287,4
1036,287,3
1036,291,3
1037,4,2
1037,15,3
1037,37,3
1037,61,4
1037,66,3
1037,86,3
1037,102,3
1037,140,3
1037,148,3
1037,195,3
1037,242,3
1037,266,3
1037,271,3
1037,271,3
1037,274,3
1038,9,3
1038,22,3
1038,25,5
1038,25,1
1038,26,3
1038,39,4
1038,42,3
1038,44,3
1038,45,3
1038,48,2
1038,66,3
1038,75,1
1038,77,4
1038,79,3
1038,85,3
1038,87,3
1038,88,4
1038,90,3
1038,91,4
1038,91,4
1038,92,3
1038,94,3
1038,95,2
1038,97,3
1038,112,4
1038,114,3
1038,118,3
1038,121,3
1038,122,3
1038,123,4
1038,128,3
1038,133,3
1038,135,3
1038,135,2
1038,136,3
1038,138,4
1038,140,3
1038,141,3
1038,144,3
1038,144,2
1038,145,3
1038,147,3
1038,150,3
1038,157,4
1038,162,3
1038,166,3
1038,181,4
1038,182,3
1038,182,2
1038,183,4
1038,194,3
1038,199,4
1038,202,3
1038,209,4
1038,211,3
1038,214,4
1038,214,3
1038,224,4
1038,225,4
1038,229,1
1038,237,4
1038,238,4
1038,238,4
1038,240,3
1038,240,3
1038,246,3
1038,249,4
1038,257,3
1038,260,4
1038,261,3
1038,268,3
1038,270,4
1038,271,3
1038,284,3
1038,287,1
1038,290,5
1039,4,3
1039,22,3
1039,25,3
1039,30,4
1039,47,3
1039,51,3
1039,54,3
1039,76,4
1039,77,4
1039,83,3
1039,95,2
1039,118,3
1039,119,4
1039,127,4
1039,142,3
1039,151,3
1039,191,2
1039,194,3
1039,196,3
1039,201,4
1039,209,3
1039,214,3
1039,229,4
1039,235,3
1039,238,4
1039,240,3
1039,250,3
1039,251,3
1039,253,4
1039,254,4
1039,260,4
1039,264,3
1039,268,3
1039,270,3
1039,278,3
1039,280,4
1039,284,3
1040,9,3
1040,18,4
1040,24,1
1040,25,4
1040,28,4
1040,32,3
1040,58,3
1040,72,3
1040,85,2
1040,104,4
1040,118,3
1040,133,3
1040,146,3
1040,149,3
1040,155,4
1040,163,2
1040,166,3
1040,188,3
1040,196,3
1040,224,3
1040,226,4
1040,233,3
1040,237,3
1040,255,2
1040,257,4
1040,265,3
1040,272,3
1040,284,3
1040,288,2
1041,16,3
1041,26,3
1041,40,3
1041,44,3
1041,47,3
1041,50,2
1041,54,3
1041,56,4
1041,68,3
1041,78,3
1041,79,3
1041,80,2
1041,82,2
1041,91,4
1041,97,3
1041,118,3
1041,119,4
1041,130,3
1041,132,3
1041,139,3
1041,155,4
1041,168,3
1041,179,3
1041,189,3
1041,194,3
1041,207,3
1041,220,4
1041,226,4
1041,241,2
1041,242,3
1041,243,4
1041,246,3
1041,259,3
1041,267,3
1041,271,3
1041,272,3
1041,278,3
1041,287,3
1041,288,2
1042,8,3
1042,13,3
1042,39,4
1042,48,2
1042,66,3
1042,72,3
1042,97,4
1042,104,4
1042,118,3
1042,151,3
1042,167,3
1042,170,4
1042,175,3
1042,181,4
1042,182,3
1042,189,3
1042,194,3
1042,199,3
1042,207,3
1042,234,4
1042,242,3
1042,248,3
1042,249,3
1042,251,3
1042,254,3
1042,257,2
1042,261,3
1042,267,4
1042,270,3
1042,270,4
1042,271,3
1042,291,3
1043,1,2
1043,2,3
1043,3,3
1043,8,4
1043,16,4
1043,24,2
1043,25,3
1043,35,2
1043,44,3
1043,61,4
1043,70,3
1043,79,3
1043,85,3
1043,89,4
1043,90,3
1043,94,3
1043,100,3
1043,109,3
1043,117,3
1043,121,5
1043,128,3
1043,131,3
1043,138,4
1043,143,3
1043,144,3
1043,163,3
1043,165,3
1043,180,4
1043,185,3
1043,186,3
1043,188,3
1043,189,3
1043,190,3
1043,209,3
1043,210,3
1043,211,3
1043,217,4
1043,224,4
1043,240,4
1043,242,3
1043,243,4
1043,244,3
1043,247,4
1043,254,3
1043,271,5
1043,271,3
1044,4,2
1044,6,3
1044,15,3
1044,21,4
1044,25,5
1044,26,3
1044,32,4
1044,36,4
1044,45,3
1044,51,3
1044,54,3
1044,58,3
1044,60,2
1044,71,3
1044,74,3
1044,85,3
1044,92,3
1044,98,4
1044,102,3
1044,104,3
1044,116,3
1044,123,4
1044,127,4
1044,135,3
1044,145,3
1044,155,3
1044,158,4
1044,165,4
1044,166,3
1044,167,4
1044,173,3
1044,174,3
1044,177,3
1044,183,4
1044,194,3
1044,208,3
1044,213,3
1044,214,4
1044,214,3
1044,216,3
1044,240,3
1044,242,1
1044,243,4
1044,244,3
1044,246,3
1044,246,3
1044,254,4
1044,259,3
1044,267,3
1044,268,3
1044,271,3
1044,283,4
1045,10,3
1045,11,4
1045,13,4
1045,24,3
1045,36,4
1045,39,4
1045,42,3
1045,52,3
1045,58,5
1045,67,2
1045,74,3
1045,75,3
1045,78,3
1045,79,3
1045,84,3
1045,84,3
1045,88,3
1045,89,4
1045,89,4
1045,90,3
1045,92,3
1045,94,3
1045,101,2
1045,102,3
1045,107,3
1045,111,5
1045,117,3
1045,118,3
1045,121,4
1045,123,5
1045,130,3
1045,135,3
1045,138,4
1045,139,3
1045,140,3
1045,140,3
1045,142,3
1045,144,3
1045,154,3
1045,164,4
1045,166,2
1045,170,3
1045,182,3
1045,189,3
1045,201,4
1045,203,4
1045,206,3
1045,207,2
1045,208,3
1045,211,3
1045,219,3
1045,221,3
1045,238,3
1045,243,4
1045,245,3
1045,249,4
1045,250,3
1045,253,3
1045,259,4
1045,268,3
1045,268,3
1045,271,3
1045,272,3
1045,278,3
1045,282,3
1045,283,4
1045,287,4
1046,15,3
1046,21,5
1046,45,3
1046,51,3
1046,85,3
1046,87,3
1046,91,3
1046,94,3
1046,99,2
1046,104,3
1046,140,3
1046,142,4
1046,166,3
1046,168,3
1046,214,3
1046,222,3
1046,226,4
1046,228,4
1046,237,3
1046,242,3
1046,246,3
1046,278,3
1047,28,4
1047,45,3
1047,58,3
1047,74,3
1047,92,4
1047,138,4
1047,166,3
1047,170,3
1047,190,3
1047,206,3
1047,240,4
1047,242,3
1047,242,3
1047,268,3
1047,273,3
1047,278,2
1048,11,3
1048,19,3
1048,26,3
1048,39,4
1048,50,3
1048,62,4
1048,84,3
1048,85,3
1048,117,3
1048,118,3
1048,121,4
1048,123,5
1048,127,2
1048,136,3
1048,165,3
1048,182,4
1048,190,3
1048,206,3
1048,208,3
1048,209,3
1048,212,2
1048,224,4
1048,238,3
1048,242,3
1048,257,3
1048,257,3
1048,260,4
1048,268,4
1048,270,3
1048,271,3
1048,285,3
1048,288,1
1049,3,4
1049,8,3
1049,11,2
1049,16,4
1049,23,4
1049,23,3
1049,28,4
1049,43,3
1049,44,3
1049,45,3
1049,61,4
1049,72,3
1049,89,4
1049,90,3
1049,96,4
1049,100,4
1049,102,3
1049,102,3
1049,130,3
